Team Home,Team Away,Ergebnis,Saison,Spieltag,Wochentag,Liga
Bayer 04 Leverkusen,Hamburger SV,5:3,2013,12,Saturday,bl1
VfL Wolfsburg,Borussia Dortmund,2:1,2013,12,Saturday,bl1
TSG 1899 Hoffenheim,Hertha BSC,2:3,2013,12,Saturday,bl1
Borussia Mönchengladbach,1. FC Nürnberg,3:1,2013,12,Saturday,bl1
1. FSV Mainz 05,Eintracht Frankfurt,1:0,2013,12,Sunday,bl1
SC Freiburg,VfB Stuttgart,1:3,2013,12,Sunday,bl1
SpVgg Greuther Fürth,FC Ingolstadt 04,0:1,2013,12,Friday,bl2
FC St. Pauli,SV Sandhausen,0:0,2013,12,Friday,bl2
Arminia Bielefeld,1. FC Köln,0:1,2013,12,Friday,bl2
Fortuna Düsseldorf,SC Paderborn 07,1:6,2013,12,Saturday,bl2
FSV Frankfurt,VfR Aalen,0:0,2013,12,Saturday,bl2
1. FC Union Berlin,FC Erzgebirge Aue,1:0,2013,12,Sunday,bl2
Dynamo Dresden,Energie Cottbus,1:0,2013,12,Sunday,bl2
Karlsruher SC,TSV 1860 München,2:1,2013,12,Sunday,bl2
VfL Bochum,1. FC Kaiserslautern,0:0,2013,12,Monday,bl2
VfB Stuttgart,Borussia Mönchengladbach,0:2,2013,13,Friday,bl1
1. FC Nürnberg,VfL Wolfsburg,1:1,2013,13,Saturday,bl1
FC Augsburg,TSG 1899 Hoffenheim,2:0,2013,13,Saturday,bl1
Eintracht Braunschweig,SC Freiburg,0:1,2013,13,Saturday,bl1
Eintracht Frankfurt,FC Schalke 04,3:3,2013,13,Saturday,bl1
Hertha BSC,Bayer 04 Leverkusen,0:1,2013,13,Saturday,bl1
Borussia Dortmund,FC Bayern München,0:3,2013,13,Saturday,bl1
Hamburger SV,Hannover 96,3:1,2013,13,Sunday,bl1
SV Werder Bremen,1. FSV Mainz 05,2:3,2013,13,Sunday,bl1
Energie Cottbus,VfL Bochum,0:1,2013,13,Friday,bl2
VfR Aalen,Fortuna Düsseldorf,1:0,2013,13,Friday,bl2
SC Paderborn 07,FC Ingolstadt 04,1:1,2013,13,Friday,bl2
1. FC Kaiserslautern,FC St. Pauli,4:1,2013,13,Saturday,bl2
FC Erzgebirge Aue,SpVgg Greuther Fürth,2:6,2013,13,Saturday,bl2
TSV 1860 München,Dynamo Dresden,1:3,2013,13,Sunday,bl2
SV Sandhausen,FSV Frankfurt,2:0,2013,13,Sunday,bl2
Karlsruher SC,Arminia Bielefeld,3:1,2013,13,Sunday,bl2
1. FC Köln,1. FC Union Berlin,4:0,2013,13,Monday,bl2
VfL Wolfsburg,Hamburger SV,1:1,2013,14,Friday,bl1
FC Bayern München,Eintracht Braunschweig,2:0,2013,14,Saturday,bl1
Bayer 04 Leverkusen,1. FC Nürnberg,3:0,2013,14,Saturday,bl1
TSG 1899 Hoffenheim,SV Werder Bremen,4:4,2013,14,Saturday,bl1
1. FSV Mainz 05,Borussia Dortmund,1:3,2013,14,Saturday,bl1
Hertha BSC,FC Augsburg,0:0,2013,14,Saturday,bl1
FC Schalke 04,VfB Stuttgart,3:0,2013,14,Saturday,bl1
Hannover 96,Eintracht Frankfurt,2:0,2013,14,Sunday,bl1
Borussia Mönchengladbach,SC Freiburg,1:0,2013,14,Sunday,bl1
SpVgg Greuther Fürth,SC Paderborn 07,3:0,2013,14,Friday,bl2
FSV Frankfurt,1. FC Kaiserslautern,0:4,2013,14,Friday,bl2
FC Ingolstadt 04,VfR Aalen,2:0,2013,14,Friday,bl2
1. FC Union Berlin,Karlsruher SC,0:0,2013,14,Saturday,bl2
Arminia Bielefeld,TSV 1860 München,0:1,2013,14,Saturday,bl2
Fortuna Düsseldorf,SV Sandhausen,1:0,2013,14,Sunday,bl2
VfL Bochum,1. FC Köln,1:0,2013,14,Sunday,bl2
Dynamo Dresden,FC Erzgebirge Aue,1:1,2013,14,Sunday,bl2
FC St. Pauli,Energie Cottbus,3:0,2013,14,Monday,bl2
1. FC Nürnberg,1. FSV Mainz 05,1:1,2013,15,Friday,bl1
Borussia Mönchengladbach,FC Schalke 04,2:1,2013,15,Saturday,bl1
VfB Stuttgart,Hannover 96,4:2,2013,15,Saturday,bl1
SV Werder Bremen,FC Bayern München,0:7,2013,15,Saturday,bl1
Hamburger SV,FC Augsburg,0:1,2013,15,Saturday,bl1
Eintracht Frankfurt,TSG 1899 Hoffenheim,1:2,2013,15,Saturday,bl1
Borussia Dortmund,Bayer 04 Leverkusen,0:1,2013,15,Saturday,bl1
SC Freiburg,VfL Wolfsburg,0:3,2013,15,Sunday,bl1
Eintracht Braunschweig,Hertha BSC,0:2,2013,15,Sunday,bl1
Energie Cottbus,FSV Frankfurt,1:4,2013,15,Friday,bl2
SV Sandhausen,SC Paderborn 07,3:2,2013,15,Friday,bl2
Arminia Bielefeld,VfL Bochum,0:2,2013,15,Friday,bl2
1. FC Kaiserslautern,1. FC Union Berlin,3:0,2013,15,Saturday,bl2
1. FC Köln,FC Ingolstadt 04,0:1,2013,15,Saturday,bl2
VfR Aalen,FC St. Pauli,0:1,2013,15,Sunday,bl2
FC Erzgebirge Aue,Fortuna Düsseldorf,3:0,2013,15,Sunday,bl2
Karlsruher SC,Dynamo Dresden,3:0,2013,15,Sunday,bl2
TSV 1860 München,SpVgg Greuther Fürth,1:0,2013,15,Monday,bl2
Hertha BSC,SV Werder Bremen,3:2,2013,16,Friday,bl1
FC Bayern München,Hamburger SV,3:1,2013,16,Saturday,bl1
Hannover 96,1. FC Nürnberg,3:3,2013,16,Saturday,bl1
TSG 1899 Hoffenheim,Borussia Dortmund,2:2,2013,16,Saturday,bl1
1. FSV Mainz 05,Borussia Mönchengladbach,0:0,2013,16,Saturday,bl1
FC Augsburg,Eintracht Braunschweig,4:1,2013,16,Saturday,bl1
VfL Wolfsburg,VfB Stuttgart,3:1,2013,16,Saturday,bl1
FC Schalke 04,SC Freiburg,2:0,2013,16,Sunday,bl1
Bayer 04 Leverkusen,Eintracht Frankfurt,0:1,2013,16,Sunday,bl1
Fortuna Düsseldorf,Karlsruher SC,0:2,2013,16,Friday,bl2
1. FC Union Berlin,VfR Aalen,1:3,2013,16,Friday,bl2
FC St. Pauli,1. FC Köln,0:3,2013,16,Friday,bl2
FC Ingolstadt 04,SV Sandhausen,0:2,2013,16,Saturday,bl2
Dynamo Dresden,1. FC Kaiserslautern,3:2,2013,16,Saturday,bl2
SpVgg Greuther Fürth,Energie Cottbus,1:0,2013,16,Sunday,bl2
SC Paderborn 07,FC Erzgebirge Aue,1:1,2013,16,Sunday,bl2
VfL Bochum,TSV 1860 München,1:2,2013,16,Sunday,bl2
FSV Frankfurt,Arminia Bielefeld,1:2,2013,16,Monday,bl2
Eintracht Frankfurt,FC Augsburg,1:1,2013,17,Friday,bl1
Borussia Dortmund,Hertha BSC,1:2,2013,17,Saturday,bl1
SV Werder Bremen,Bayer 04 Leverkusen,1:0,2013,17,Saturday,bl1
SC Freiburg,Hannover 96,2:1,2013,17,Saturday,bl1
Hamburger SV,1. FSV Mainz 05,2:3,2013,17,Saturday,bl1
Eintracht Braunschweig,TSG 1899 Hoffenheim,1:0,2013,17,Saturday,bl1
1. FC Nürnberg,FC Schalke 04,0:0,2013,17,Saturday,bl1
Borussia Mönchengladbach,VfL Wolfsburg,2:2,2013,17,Sunday,bl1
VfB Stuttgart,FC Bayern München,1:2,2013,17,Wednesday,bl1
FC Erzgebirge Aue,FC St. Pauli,0:2,2013,17,Friday,bl2
Karlsruher SC,VfL Bochum,0:0,2013,17,Friday,bl2
Arminia Bielefeld,Dynamo Dresden,1:1,2013,17,Friday,bl2
1. FC Köln,FSV Frankfurt,2:0,2013,17,Saturday,bl2
TSV 1860 München,1. FC Union Berlin,2:1,2013,17,Saturday,bl2
Energie Cottbus,FC Ingolstadt 04,1:2,2013,17,Sunday,bl2
VfR Aalen,SC Paderborn 07,2:4,2013,17,Sunday,bl2
SV Sandhausen,SpVgg Greuther Fürth,1:3,2013,17,Sunday,bl2
1. FC Kaiserslautern,Fortuna Düsseldorf,0:1,2013,17,Monday,bl2
Borussia Mönchengladbach,FC Bayern München,0:2,2013,18,Friday,bl1
Borussia Dortmund,FC Augsburg,2:2,2013,18,Saturday,bl1
VfB Stuttgart,1. FSV Mainz 05,1:2,2013,18,Saturday,bl1
VfL Wolfsburg,Hannover 96,1:3,2013,18,Saturday,bl1
1. FC Nürnberg,TSG 1899 Hoffenheim,4:0,2013,18,Saturday,bl1
SC Freiburg,Bayer 04 Leverkusen,3:2,2013,18,Saturday,bl1
Eintracht Frankfurt,Hertha BSC,1:0,2013,18,Saturday,bl1
SV Werder Bremen,Eintracht Braunschweig,0:0,2013,18,Sunday,bl1
Hamburger SV,FC Schalke 04,0:3,2013,18,Sunday,bl1
1. FC Kaiserslautern,SC Paderborn 07,0:1,2013,18,Friday,bl2
1. FC Köln,Dynamo Dresden,3:1,2013,18,Friday,bl2
VfR Aalen,SV Sandhausen,0:0,2013,18,Friday,bl2
Energie Cottbus,Fortuna Düsseldorf,1:3,2013,18,Saturday,bl2
VfL Bochum,1. FC Union Berlin,0:4,2013,18,Saturday,bl2
FC Erzgebirge Aue,FC Ingolstadt 04,0:0,2013,18,Sunday,bl2
Karlsruher SC,FSV Frankfurt,3:3,2013,18,Sunday,bl2
Arminia Bielefeld,SpVgg Greuther Fürth,4:1,2013,18,Sunday,bl2
TSV 1860 München,FC St. Pauli,0:2,2013,18,Monday,bl2
Eintracht Braunschweig,Borussia Dortmund,1:2,2013,19,Friday,bl1
FC Schalke 04,VfL Wolfsburg,2:1,2013,19,Saturday,bl1
Bayer 04 Leverkusen,VfB Stuttgart,2:1,2013,19,Saturday,bl1
TSG 1899 Hoffenheim,Hamburger SV,3:0,2013,19,Saturday,bl1
1. FSV Mainz 05,SC Freiburg,2:0,2013,19,Saturday,bl1
FC Augsburg,SV Werder Bremen,3:1,2013,19,Saturday,bl1
Hannover 96,Borussia Mönchengladbach,3:1,2013,19,Saturday,bl1
Hertha BSC,1. FC Nürnberg,1:3,2013,19,Sunday,bl1
FC Bayern München,Eintracht Frankfurt,5:0,2013,19,Sunday,bl1
FC St. Pauli,Karlsruher SC,0:2,2013,19,Friday,bl2
SV Sandhausen,FC Erzgebirge Aue,1:0,2013,19,Friday,bl2
Dynamo Dresden,VfL Bochum,0:0,2013,19,Friday,bl2
FSV Frankfurt,TSV 1860 München,2:2,2013,19,Saturday,bl2
1. FC Union Berlin,Arminia Bielefeld,4:2,2013,19,Saturday,bl2
SpVgg Greuther Fürth,VfR Aalen,1:0,2013,19,Sunday,bl2
SC Paderborn 07,Energie Cottbus,1:0,2013,19,Sunday,bl2
Fortuna Düsseldorf,1. FC Köln,2:3,2013,19,Sunday,bl2
FC Ingolstadt 04,1. FC Kaiserslautern,1:2,2013,19,Monday,bl2
Borussia Mönchengladbach,Bayer 04 Leverkusen,0:1,2013,20,Friday,bl1
VfL Wolfsburg,1. FSV Mainz 05,3:0,2013,20,Saturday,bl1
SV Werder Bremen,Borussia Dortmund,1:5,2013,20,Saturday,bl1
1. FC Nürnberg,FC Bayern München,0:2,2013,20,Saturday,bl1
SC Freiburg,TSG 1899 Hoffenheim,1:1,2013,20,Saturday,bl1
Eintracht Frankfurt,Eintracht Braunschweig,3:0,2013,20,Saturday,bl1
Hamburger SV,Hertha BSC,0:3,2013,20,Saturday,bl1
VfB Stuttgart,FC Augsburg,1:4,2013,20,Sunday,bl1
FC Schalke 04,Hannover 96,2:0,2013,20,Sunday,bl1
Energie Cottbus,SV Sandhausen,0:1,2013,20,Friday,bl2
VfR Aalen,FC Erzgebirge Aue,2:2,2013,20,Friday,bl2
VfL Bochum,FSV Frankfurt,1:2,2013,20,Friday,bl2
1. FC Kaiserslautern,SpVgg Greuther Fürth,2:1,2013,20,Saturday,bl2
1. FC Union Berlin,Dynamo Dresden,0:0,2013,20,Saturday,bl2
1. FC Köln,SC Paderborn 07,0:1,2013,20,Sunday,bl2
Karlsruher SC,FC Ingolstadt 04,1:1,2013,20,Sunday,bl2
Arminia Bielefeld,FC St. Pauli,2:2,2013,20,Sunday,bl2
TSV 1860 München,Fortuna Düsseldorf,1:1,2013,20,Monday,bl2
1. FSV Mainz 05,Hannover 96,2:0,2013,21,Friday,bl1
Borussia Dortmund,Eintracht Frankfurt,4:0,2013,21,Saturday,bl1
FC Bayern München,SC Freiburg,4:0,2013,21,Saturday,bl1
SV Werder Bremen,Borussia Mönchengladbach,1:1,2013,21,Saturday,bl1
TSG 1899 Hoffenheim,VfB Stuttgart,4:1,2013,21,Saturday,bl1
Eintracht Braunschweig,Hamburger SV,4:2,2013,21,Saturday,bl1
Bayer 04 Leverkusen,FC Schalke 04,1:2,2013,21,Saturday,bl1
FC Augsburg,1. FC Nürnberg,0:1,2013,21,Sunday,bl1
Hertha BSC,VfL Wolfsburg,1:2,2013,21,Sunday,bl1
Fortuna Düsseldorf,1. FC Union Berlin,1:1,2013,21,Friday,bl2
SpVgg Greuther Fürth,Karlsruher SC,1:1,2013,21,Friday,bl2
FC Ingolstadt 04,TSV 1860 München,2:0,2013,21,Friday,bl2
FSV Frankfurt,Dynamo Dresden,3:2,2013,21,Saturday,bl2
FC St. Pauli,VfL Bochum,0:1,2013,21,Saturday,bl2
VfR Aalen,Energie Cottbus,2:2,2013,21,Sunday,bl2
SV Sandhausen,1. FC Köln,0:1,2013,21,Sunday,bl2
SC Paderborn 07,Arminia Bielefeld,4:0,2013,21,Sunday,bl2
FC Erzgebirge Aue,1. FC Kaiserslautern,1:0,2013,21,Monday,bl2
FC Schalke 04,1. FSV Mainz 05,0:0,2013,22,Friday,bl1
Borussia Mönchengladbach,TSG 1899 Hoffenheim,2:2,2013,22,Saturday,bl1
VfB Stuttgart,Hertha BSC,1:2,2013,22,Saturday,bl1
1. FC Nürnberg,Eintracht Braunschweig,2:1,2013,22,Saturday,bl1
SC Freiburg,FC Augsburg,2:4,2013,22,Saturday,bl1
Hamburger SV,Borussia Dortmund,3:0,2013,22,Saturday,bl1
VfL Wolfsburg,Bayer 04 Leverkusen,3:1,2013,22,Saturday,bl1
Eintracht Frankfurt,SV Werder Bremen,0:0,2013,22,Sunday,bl1
Hannover 96,FC Bayern München,0:4,2013,22,Sunday,bl1
1. FC Union Berlin,FSV Frankfurt,2:0,2013,22,Friday,bl2
Energie Cottbus,FC Erzgebirge Aue,2:3,2013,22,Friday,bl2
Arminia Bielefeld,FC Ingolstadt 04,0:2,2013,22,Friday,bl2
TSV 1860 München,SC Paderborn 07,2:2,2013,22,Saturday,bl2
Karlsruher SC,SV Sandhausen,2:1,2013,22,Saturday,bl2
1. FC Kaiserslautern,VfR Aalen,1:2,2013,22,Sunday,bl2
VfL Bochum,Fortuna Düsseldorf,0:0,2013,22,Sunday,bl2
Dynamo Dresden,FC St. Pauli,1:2,2013,22,Sunday,bl2
1. FC Köln,SpVgg Greuther Fürth,1:1,2013,22,Monday,bl2
Hertha BSC,SC Freiburg,0:0,2013,23,Friday,bl1
Borussia Dortmund,1. FC Nürnberg,3:0,2013,23,Saturday,bl1
Bayer 04 Leverkusen,1. FSV Mainz 05,0:1,2013,23,Saturday,bl1
SV Werder Bremen,Hamburger SV,1:0,2013,23,Saturday,bl1
FC Augsburg,Hannover 96,1:1,2013,23,Saturday,bl1
Eintracht Braunschweig,Borussia Mönchengladbach,1:1,2013,23,Saturday,bl1
FC Bayern München,FC Schalke 04,5:1,2013,23,Saturday,bl1
TSG 1899 Hoffenheim,VfL Wolfsburg,6:2,2013,23,Sunday,bl1
Eintracht Frankfurt,VfB Stuttgart,2:1,2013,23,Sunday,bl1
Fortuna Düsseldorf,Arminia Bielefeld,2:0,2013,23,Friday,bl2
Energie Cottbus,1. FC Kaiserslautern,1:0,2013,23,Friday,bl2
SC Paderborn 07,VfL Bochum,4:1,2013,23,Friday,bl2
SV Sandhausen,TSV 1860 München,0:0,2013,23,Saturday,bl2
FC Erzgebirge Aue,1. FC Köln,2:2,2013,23,Saturday,bl2
SpVgg Greuther Fürth,FSV Frankfurt,3:2,2013,23,Sunday,bl2
VfR Aalen,Karlsruher SC,1:0,2013,23,Sunday,bl2
FC Ingolstadt 04,Dynamo Dresden,1:1,2013,23,Sunday,bl2
FC St. Pauli,1. FC Union Berlin,2:1,2013,23,Monday,bl2
FC Schalke 04,TSG 1899 Hoffenheim,4:0,2013,24,Saturday,bl1
Borussia Mönchengladbach,FC Augsburg,1:2,2013,24,Saturday,bl1
VfB Stuttgart,Eintracht Braunschweig,2:2,2013,24,Saturday,bl1
Hannover 96,Bayer 04 Leverkusen,1:1,2013,24,Saturday,bl1
VfL Wolfsburg,FC Bayern München,1:6,2013,24,Saturday,bl1
Hamburger SV,Eintracht Frankfurt,1:1,2013,24,Saturday,bl1
1. FC Nürnberg,SV Werder Bremen,0:2,2013,24,Saturday,bl1
SC Freiburg,Borussia Dortmund,0:1,2013,24,Sunday,bl1
1. FSV Mainz 05,Hertha BSC,1:1,2013,24,Sunday,bl1
1. FC Kaiserslautern,SV Sandhausen,2:1,2013,24,Friday,bl2
1. FC Köln,Energie Cottbus,2:1,2013,24,Friday,bl2
TSV 1860 München,VfR Aalen,4:0,2013,24,Friday,bl2
1. FC Union Berlin,FC Ingolstadt 04,1:1,2013,24,Saturday,bl2
Arminia Bielefeld,FC Erzgebirge Aue,1:0,2013,24,Saturday,bl2
FSV Frankfurt,FC St. Pauli,1:0,2013,24,Sunday,bl2
Dynamo Dresden,Fortuna Düsseldorf,1:1,2013,24,Sunday,bl2
Karlsruher SC,SC Paderborn 07,4:0,2013,24,Sunday,bl2
VfL Bochum,SpVgg Greuther Fürth,0:2,2013,24,Monday,bl2
FC Augsburg,FC Schalke 04,1:2,2013,25,Friday,bl1
Borussia Dortmund,Borussia Mönchengladbach,1:2,2013,25,Saturday,bl1
SV Werder Bremen,VfB Stuttgart,1:1,2013,25,Saturday,bl1
TSG 1899 Hoffenheim,1. FSV Mainz 05,2:4,2013,25,Saturday,bl1
Eintracht Braunschweig,VfL Wolfsburg,1:1,2013,25,Saturday,bl1
Hertha BSC,Hannover 96,0:3,2013,25,Saturday,bl1
FC Bayern München,Bayer 04 Leverkusen,2:1,2013,25,Saturday,bl1
Hamburger SV,1. FC Nürnberg,2:1,2013,25,Sunday,bl1
Eintracht Frankfurt,SC Freiburg,1:4,2013,25,Sunday,bl1
VfR Aalen,VfL Bochum,0:2,2013,25,Friday,bl2
SC Paderborn 07,Dynamo Dresden,2:1,2013,25,Friday,bl2
FC Ingolstadt 04,FSV Frankfurt,0:1,2013,25,Friday,bl2
Energie Cottbus,Karlsruher SC,1:0,2013,25,Saturday,bl2
FC Erzgebirge Aue,TSV 1860 München,2:2,2013,25,Saturday,bl2
Fortuna Düsseldorf,FC St. Pauli,0:2,2013,25,Sunday,bl2
SpVgg Greuther Fürth,1. FC Union Berlin,1:1,2013,25,Sunday,bl2
SV Sandhausen,Arminia Bielefeld,1:0,2013,25,Sunday,bl2
1. FC Kaiserslautern,1. FC Köln,0:0,2013,25,Monday,bl2
SC Freiburg,SV Werder Bremen,3:1,2013,26,Friday,bl1
FC Schalke 04,Eintracht Braunschweig,3:1,2013,26,Saturday,bl1
VfB Stuttgart,Hamburger SV,1:0,2013,26,Saturday,bl1
Hannover 96,Borussia Dortmund,0:3,2013,26,Saturday,bl1
VfL Wolfsburg,FC Augsburg,1:1,2013,26,Saturday,bl1
1. FSV Mainz 05,FC Bayern München,0:2,2013,26,Saturday,bl1
Borussia Mönchengladbach,Hertha BSC,3:0,2013,26,Saturday,bl1
1. FC Nürnberg,Eintracht Frankfurt,2:5,2013,26,Sunday,bl1
Bayer 04 Leverkusen,TSG 1899 Hoffenheim,2:3,2013,26,Sunday,bl1
1. FC Union Berlin,SC Paderborn 07,1:1,2013,26,Friday,bl2
VfL Bochum,SV Sandhausen,0:1,2013,26,Friday,bl2
Dynamo Dresden,SpVgg Greuther Fürth,1:1,2013,26,Friday,bl2
FSV Frankfurt,Fortuna Düsseldorf,0:0,2013,26,Saturday,bl2
1. FC Köln,VfR Aalen,0:0,2013,26,Saturday,bl2
FC St. Pauli,FC Ingolstadt 04,0:0,2013,26,Saturday,bl2
TSV 1860 München,1. FC Kaiserslautern,0:1,2013,26,Sunday,bl2
Karlsruher SC,FC Erzgebirge Aue,1:1,2013,26,Sunday,bl2
Arminia Bielefeld,Energie Cottbus,1:3,2013,26,Sunday,bl2
Borussia Dortmund,FC Schalke 04,0:0,2013,27,Tuesday,bl1
SV Werder Bremen,VfL Wolfsburg,1:3,2013,27,Tuesday,bl1
Eintracht Braunschweig,1. FSV Mainz 05,3:1,2013,27,Tuesday,bl1
Hertha BSC,FC Bayern München,1:3,2013,27,Tuesday,bl1
1. FC Nürnberg,VfB Stuttgart,2:0,2013,27,Wednesday,bl1
TSG 1899 Hoffenheim,Hannover 96,3:1,2013,27,Wednesday,bl1
FC Augsburg,Bayer 04 Leverkusen,1:3,2013,27,Wednesday,bl1
Hamburger SV,SC Freiburg,1:1,2013,27,Wednesday,bl1
Eintracht Frankfurt,Borussia Mönchengladbach,1:0,2013,27,Wednesday,bl1
SpVgg Greuther Fürth,Fortuna Düsseldorf,4:1,2013,27,Tuesday,bl2
VfR Aalen,Dynamo Dresden,1:1,2013,27,Tuesday,bl2
SV Sandhausen,1. FC Union Berlin,2:1,2013,27,Tuesday,bl2
SC Paderborn 07,FC St. Pauli,3:0,2013,27,Tuesday,bl2
FC Ingolstadt 04,VfL Bochum,3:0,2013,27,Tuesday,bl2
1. FC Kaiserslautern,Arminia Bielefeld,1:1,2013,27,Wednesday,bl2
1. FC Köln,Karlsruher SC,2:0,2013,27,Wednesday,bl2
Energie Cottbus,TSV 1860 München,1:2,2013,27,Wednesday,bl2
FC Erzgebirge Aue,FSV Frankfurt,2:1,2013,27,Wednesday,bl2
FC Schalke 04,Hertha BSC,2:0,2013,28,Friday,bl1
FC Bayern München,TSG 1899 Hoffenheim,3:3,2013,28,Saturday,bl1
Bayer 04 Leverkusen,Eintracht Braunschweig,1:1,2013,28,Saturday,bl1
VfB Stuttgart,Borussia Dortmund,2:3,2013,28,Saturday,bl1
VfL Wolfsburg,Eintracht Frankfurt,2:1,2013,28,Saturday,bl1
1. FSV Mainz 05,FC Augsburg,3:0,2013,28,Saturday,bl1
SC Freiburg,1. FC Nürnberg,3:2,2013,28,Saturday,bl1
Borussia Mönchengladbach,Hamburger SV,3:1,2013,28,Sunday,bl1
Hannover 96,SV Werder Bremen,1:2,2013,28,Sunday,bl1
Fortuna Düsseldorf,FC Ingolstadt 04,0:0,2013,28,Friday,bl2
FC St. Pauli,SpVgg Greuther Fürth,2:2,2013,28,Friday,bl2
Dynamo Dresden,SV Sandhausen,0:0,2013,28,Friday,bl2
VfL Bochum,FC Erzgebirge Aue,1:0,2013,28,Saturday,bl2
Karlsruher SC,1. FC Kaiserslautern,2:2,2013,28,Saturday,bl2
FSV Frankfurt,SC Paderborn 07,1:3,2013,28,Sunday,bl2
TSV 1860 München,1. FC Köln,0:1,2013,28,Sunday,bl2
Arminia Bielefeld,VfR Aalen,0:0,2013,28,Sunday,bl2
1. FC Union Berlin,Energie Cottbus,2:0,2013,28,Monday,bl2
Hamburger SV,Bayer 04 Leverkusen,2:1,2013,29,Friday,bl1
VfB Stuttgart,SC Freiburg,2:0,2013,29,Saturday,bl1
SV Werder Bremen,FC Schalke 04,1:1,2013,29,Saturday,bl1
1. FC Nürnberg,Borussia Mönchengladbach,0:2,2013,29,Saturday,bl1
FC Augsburg,FC Bayern München,1:0,2013,29,Saturday,bl1
Eintracht Frankfurt,1. FSV Mainz 05,2:0,2013,29,Saturday,bl1
Borussia Dortmund,VfL Wolfsburg,2:1,2013,29,Saturday,bl1
Eintracht Braunschweig,Hannover 96,3:0,2013,29,Sunday,bl1
Hertha BSC,TSG 1899 Hoffenheim,1:1,2013,29,Sunday,bl1
Energie Cottbus,Dynamo Dresden,0:0,2013,29,Friday,bl2
VfR Aalen,FSV Frankfurt,2:1,2013,29,Friday,bl2
SC Paderborn 07,Fortuna Düsseldorf,1:2,2013,29,Friday,bl2
1. FC Köln,Arminia Bielefeld,2:0,2013,29,Saturday,bl2
SV Sandhausen,FC St. Pauli,2:3,2013,29,Saturday,bl2
1. FC Kaiserslautern,VfL Bochum,1:1,2013,29,Sunday,bl2
TSV 1860 München,Karlsruher SC,0:3,2013,29,Sunday,bl2
FC Erzgebirge Aue,1. FC Union Berlin,3:2,2013,29,Sunday,bl2
FC Ingolstadt 04,SpVgg Greuther Fürth,0:0,2013,29,Monday,bl2
FC Schalke 04,Eintracht Frankfurt,2:0,2013,30,Friday,bl1
Borussia Mönchengladbach,VfB Stuttgart,1:1,2013,30,Saturday,bl1
Hannover 96,Hamburger SV,2:1,2013,30,Saturday,bl1
VfL Wolfsburg,1. FC Nürnberg,4:1,2013,30,Saturday,bl1
SC Freiburg,Eintracht Braunschweig,2:0,2013,30,Saturday,bl1
1. FSV Mainz 05,SV Werder Bremen,3:0,2013,30,Saturday,bl1
FC Bayern München,Borussia Dortmund,0:3,2013,30,Saturday,bl1
Bayer 04 Leverkusen,Hertha BSC,2:1,2013,30,Sunday,bl1
TSG 1899 Hoffenheim,FC Augsburg,2:0,2013,30,Sunday,bl1
1. FC Union Berlin,1. FC Köln,1:2,2013,30,Friday,bl2
FC St. Pauli,1. FC Kaiserslautern,2:3,2013,30,Friday,bl2
FC Ingolstadt 04,SC Paderborn 07,1:2,2013,30,Friday,bl2
SpVgg Greuther Fürth,FC Erzgebirge Aue,2:1,2013,30,Saturday,bl2
Arminia Bielefeld,Karlsruher SC,0:0,2013,30,Saturday,bl2
Fortuna Düsseldorf,VfR Aalen,3:1,2013,30,Sunday,bl2
FSV Frankfurt,SV Sandhausen,0:3,2013,30,Sunday,bl2
VfL Bochum,Energie Cottbus,2:1,2013,30,Sunday,bl2
Dynamo Dresden,TSV 1860 München,4:2,2013,30,Monday,bl2
Eintracht Frankfurt,Hannover 96,2:3,2013,31,Thursday,bl1
Borussia Dortmund,1. FSV Mainz 05,4:2,2013,31,Saturday,bl1
SV Werder Bremen,TSG 1899 Hoffenheim,3:1,2013,31,Saturday,bl1
SC Freiburg,Borussia Mönchengladbach,4:2,2013,31,Saturday,bl1
FC Augsburg,Hertha BSC,0:0,2013,31,Saturday,bl1
Eintracht Braunschweig,FC Bayern München,0:2,2013,31,Saturday,bl1
Hamburger SV,VfL Wolfsburg,1:3,2013,31,Saturday,bl1
1. FC Nürnberg,Bayer 04 Leverkusen,1:4,2013,31,Sunday,bl1
VfB Stuttgart,FC Schalke 04,3:1,2013,31,Sunday,bl1
Energie Cottbus,FC St. Pauli,1:1,2013,31,Thursday,bl2
SV Sandhausen,Fortuna Düsseldorf,0:3,2013,31,Thursday,bl2
FC Erzgebirge Aue,Dynamo Dresden,2:0,2013,31,Thursday,bl2
TSV 1860 München,Arminia Bielefeld,2:1,2013,31,Saturday,bl2
Karlsruher SC,1. FC Union Berlin,3:2,2013,31,Saturday,bl2
1. FC Kaiserslautern,FSV Frankfurt,3:2,2013,31,Sunday,bl2
VfR Aalen,FC Ingolstadt 04,0:0,2013,31,Sunday,bl2
SC Paderborn 07,SpVgg Greuther Fürth,2:2,2013,31,Sunday,bl2
1. FC Köln,VfL Bochum,3:1,2013,31,Monday,bl2
Hannover 96,VfB Stuttgart,0:0,2013,32,Friday,bl1
FC Bayern München,SV Werder Bremen,5:2,2013,32,Saturday,bl1
VfL Wolfsburg,SC Freiburg,2:2,2013,32,Saturday,bl1
TSG 1899 Hoffenheim,Eintracht Frankfurt,0:0,2013,32,Saturday,bl1
1. FSV Mainz 05,1. FC Nürnberg,2:0,2013,32,Saturday,bl1
